"Age","Attribute0","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Club","Date_of_Birth","Division","Full_Name","Hairstyle","Height_cm","League","Nation","Positions","Preferred_Foot","Rating","Squad_Number","Weight_kg","_corrupt_record","County_league"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","11 July 1991","3","Angelos Papasterianos","Unknown","181","Football League","Greece","Defender Centre","Right","73",NULL,"77",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kallithea","17 January 1997","3","Aristotelis Panagiotidis","Unknown","177","Football League","Greece","Midfielder Centre","Right","70",NULL,"70",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","10 March 1995","3","Lazaros Orfanidis","Unknown","180","Football League","Greece","Midfielder Centre","Right","73",NULL,"65",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kallithea","11 September 1985","3","Konstantinos Pagonis","Unknown","179","Football League","Greece","Defender Left","Left","73",NULL,"N/A",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","11 March 1992","3","Pavlos Katharios","Unknown","174","Football League","Greece","Midfielder Centre","Right","73",NULL,"60",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","26 September 1992","3","Giorgos Kapnopoulos","Unknown","172","Football League","Greece","Forward Centre","Right","73",NULL,"70",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","8 March 1989","3","Jan Vosahlík","Unknown","186","Football League","Czech Republic","Attacking Midfielder Right Left","Right","76",NULL,"74",NULL,"GREECE"
40,"Leadership","Pace","Strength","Work Rate","Positioning","Creativity","Determination","Movement","Corners","Flair","Ethnikos Piraeus","11 March 1980","3","Diego Sebastián Romano","Unknown","165","Football League","Argentina","Attacking Midfielder Right Left Centre","Right","73",NULL,"62",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ethnikos Piraeus","3 August 1988","3","Giannis Gesios","Unknown","183","Football League","Greece","Forward Right Left Centre","Both","73",NULL,"75",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ethnikos Piraeus","16 March 1990","3","Panagiotis Vlachos","Unknown","175","Football League","Greece","Defender Right","Right","73",NULL,"68",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ethnikos Piraeus","22 April 1992","3","Martin Ezequiel Blanco","Unknown","165","Football League","Argentina","Attacking Midfielder Right Left Centre","Right","70",NULL,"63",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","4 April 1993","3","Sven Jajcinovic","Unknown","170","Football League","Croatia","Attacking Midfielder Centre","Left","78",NULL,"65",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kavala","19 February 1997","3","Rafail Melissopoulos","Short","176","Football League","Greece","Attacking Midfielder Right Left","Right","70","11","70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Korinthos FC","28 March 1994","3","Marios Karagiannis","Unknown","178","Football League","Greece","Attacking Midfielder Right Left","Both","67",NULL,"71",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Korinthos FC","30 July 1988","3","Georgios Labropoulos","Unknown","181","Football League","Greece","Attacking Midfielder Right Left Centre","Right","77",NULL,"75",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","1 October 1993","3","Konstantinos Kyriakidis","Short","184","Football League","Greece","Defender Right Centre","Right","70","6","80",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fokikos","4 May 1990","3","Ilias Dimou","Unknown","190","Football League","Greece","Defender Centre","Right","73",NULL,"84",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fokikos","26 May 1990","3","Christos Stathoulopoulos","Cropped","182","Football League","Greece","Midfielder Right Left Centre","Right","65",NULL,"77",NULL,"GREECE"
39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Keratsini FC","14 July 1980","3","Evangelos Galanis","Unknown","174","Football League","Greece","Defender Centre","Right","73",NULL,"72",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","28 August 1993","3","Dimitris Kapos","Unknown","183","Football League","Greece","Forward Centre","Right","74",NULL,"75",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","23 December 1991","3","Alexandros Bitsakos","Unknown","183","Football League","Greece","Defender Right Centre","Right","73",NULL,"79",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Korinthos FC","1 April 1996","3","Antonis Vatousiadis","Unknown","188","Football League","Greece","Defender Left Centre","Left","70",NULL,"78",NULL,"GREECE"
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","9 October 1982","3","Giorgos Paraskevaidis","Unknown","182","Football League","Greece","Defender Centre","Right","76",NULL,"75",NULL,"GREECE"
36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","17 December 1983","3","Manolis Apostolidis","Unknown","186","Football League","Greece","Goalkeeper","Right","74",NULL,"80",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","5 February 1995","3","Manolis Aliatidis","Unknown","185","Football League","Greece","Defender Centre","Right","69",NULL,"72",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fokikos","7 July 1992","3","Sokratis Tsoukalas","Unknown","178","Football League","Greece","Defender Right","Right","76",NULL,"70",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","31 January 1995","3","Jordan Domínguez Rajó","Unknown","178","Football League","Spain","Midfielder Centre","Right","73",NULL,"74",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","2 August 1985","3","Anastasios Pagonis","Unknown","179","Football League","Greece","Defender Right","Right","73",NULL,"74",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","6 January 1992","3","Sebastián Ignacio Caballero","Short","176","Football League","Argentina","Defensive Midfielder Centre","Right","74",NULL,"70",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","13 January 1988","3","Lucas Gabriel López García","Short","168","Football League","Argentina","Attacking Midfielder Right Left Centre","Left","74",NULL,"63",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","11 August 1995","3","Nesat Mece","Unknown","178","Football League","Albania","Defensive Midfielder Centre","Right","73",NULL,"74",NULL,"GREECE"
36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","6 January 1984","3","Vasilis Rovas","Unknown","179","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"77",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","19 August 1986","3","Sotiris Balafas","Unknown","188","Football League","Greece","Defender Centre","Right","76",NULL,"72",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","27 April 1991","3","Antonio Raúl Rojano","Unknown","178","Football League","Argentina","Attacking Midfielder Right Left","Both","76",NULL,"75",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","13 May 1991","3","Ervist Metushi","Unknown","174","Football League","Bulgaria","Forward Right Left Centre","Right","73",NULL,"70",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Niki Volos","14 June 1994","3","Giannis Diniotakis","Unknown","179","Football League","Greece","Attacking Midfielder Right Left","Right","75",NULL,"71",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chalkida","1 January 1996","3","Stavros Mitkas","Unknown","186","Football League","Greece","Defender Left","Left","70",NULL,"72",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asteras Itea","2 January 1992","3","Giannis Antonopoulos","Unknown","182","Football League","Greece","Defender Centre","Right","70",NULL,"75",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chalkida","31 May 1993","3","Giannis Stergianos-Michailidis","Unknown","176","Football League","Greece","Defender Right Centre","Right","74",NULL,"70",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asteras Magoulas","25 August 1994","3","Michail Angelos Klimis","Short","181","Football League","Greece","Midfielder Right Left Centre","Right","64",NULL,"75",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","22 December 1992","3","Secouba Diatta","Unknown","186","Football League","Senegal","Forward Right Left Centre","Both","77",NULL,"79",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"APE Langadas","30 April 1996","3","Giannis Tsotras","Unknown","183","Football League","Greece","Defender Centre","Right","70",NULL,"76",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"APE Langadas","24 October 1990","3","Grigoris Kyziridis","Unknown","176","Football League","Greece","Attacking Midfielder Centre","Left","77",NULL,"72",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asteras Petriti","5 January 1990","3","Kostas Mamalos","Unknown","179","Football League","Greece","Attacking Midfielder Centre","Right","73",NULL,"71",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asteras Amaliadas","11 January 1989","3","Zacharias Kavousakis","Unknown","185","Football League","Greece","Goalkeeper","Left","73",NULL,"75",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","14 January 1996","3","Nikolaos Kottas","Short","178","Football League","Greece","Defensive Midfielder Centre","Both","63",NULL,"74",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Apollon Kalamarias","26 March 1988","3","Fábio Ruben Moreira Tavares","Unknown","187","Football League","Portugal","Forward Centre","Right","78",NULL,"80",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asteras Itea","12 August 1996","3","Mattheos Lewis Kapsaskis","Unknown","178","Football League","Greece","Midfielder Centre","Right","73",NULL,"74",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Glyfada","8 May 1995","3","Dimitrios Alexandropoulos","Short","175","Football League","Greece","Defender Left","Left","64",NULL,"70",NULL,"GREECE"
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","19 April 1983","3","Patrick Ogunsoto","Unknown","179","Football League","Nigeria","Forward Centre","Both","73",NULL,"70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Glyfada","14 November 1993","3","Manolis Markantonakis","Short","183","Football League","Greece","Goalkeeper","Right","64",NULL,"78",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AS Rodos","9 March 1998","3","Dimitris Kligopoulos","Short","188","Football League","Greece","Forward Centre","Right","68",NULL,"74",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diagoras FC","4 January 1988","3","Andreasl Mkrtchyan","Unknown","181","Football League","Armenia","Forward Right Left Centre","Right","73",NULL,"77",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diagoras FC","23 April 1997","3","Angelos Stamatopoulos","Short","187","Football League","Greece","Goalkeeper","Right","74","19","79",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AS Rodos","24 May 1990","3","Stefanos Martsakis","Unknown","173","Football League","Greece","Attacking Midfielder Right Left","Right","74",NULL,"66",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AS Rodos","2 January 1994","3","Kiriakos Evangelidakis","Unknown","175","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"69",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AS Rodos","23 March 1994","3","Παντελής Αντωνιάδης","Short","175","Football League","Greece","Defensive Midfielder Centre","Right","63",NULL,"70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AS Rodos","27 January 1994","3","Stelios Nakas","Unknown","177","Football League","Greece","Forward Right Centre","Right","75",NULL,"72",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","22 October 1995","3","Kyriakos Kolliakos","Short","176","Football League","Greece","Defender Left Centre","Left","65",NULL,"70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","17 January 1994","3","Zisis Naoum","Short","174","Football League","Greece","Attacking Midfielder Centre","Right","62",NULL,"70",NULL,"GREECE"
39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","19 January 1981","3","Dimosthenis Manousakis","Unknown","177","Football League","Greece","Attacking Midfielder Right Left","Left","73",NULL,"74",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diagoras FC","13 April 1998","3","Vangelis Patsarouchas","Short","180","Football League","Greece","Attacking Midfielder Right Left","Right","73","37","70",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","24 February 1998","3","Angelos Zisis","Unknown","183","Football League","Greece","Defender Centre","Right","70",NULL,"71",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","15 July 1993","3","Giorgos Tsirlidis","Unknown","175","Football League","Greece","Forward Right Left Centre","Right","70",NULL,"70",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","8 March 1990","3","Diego De Almeida Neres","Unknown","177","Football League","Brazil","Attacking Midfielder Right Left","Right","73",NULL,"74",NULL,"GREECE"
42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","20 April 1978","3","Dimitris Koutsopoulos","Unknown","180","Football League","Greece","Goalkeeper","Right","72",NULL,"72",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","16 August 1993","3","Konstantinos Zdravos-Rizos","Unknown","170","Football League","Greece","Midfielder Right","Right","73",NULL,"64",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","27 May 1995","3","Vasilis Tsevas","Unknown","182","Football League","Greece","Attacking Midfielder Centre","Left","73",NULL,"75",NULL,"GREECE"
39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","15 March 1981","3","Charidimos Michos","Unknown","N/A","Football League","Greece","Defender Right","Right","77",NULL,"N/A",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","4 April 1994","3","Nikolaos Georgios Argyriou","Unknown","178","Football League","Greece","Defender Right Centre","Right","72",NULL,"74",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"APE Langadas","4 June 1987","3","Nikos Samouilidis","Unknown","182","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"77",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","20 August 1998","3","Δημήτριος Ψάνης","Short","179","Football League","Greece","Defender Right Left Centre","Right","65","33","72",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","14 August 1998","3","Theodoros Katsaras","Unknown","178","Football League","Greece","Midfielder Centre","Right","73",NULL,"74",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","20 September 1998","3","Stathis Lamprou","Unknown","178","Football League","Greece","Defensive Midfielder Centre","Right","72",NULL,"74",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","21 March 1998","3","Alexandros Masouras","Unknown","185","Football League","Greece","Attacking Midfielder Right Left","Right","73",NULL,"75",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","5 July 1990","3","Stamatis Sapalidis","Unknown","180","Football League","Greece","Attacking Midfielder Left","Left","75",NULL,"65",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","26 June 1994","3","Giannis Stamatakis","Unknown","179","Football League","Greece","Midfielder Centre","Right","73",NULL,"75",NULL,"GREECE"
39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","18 May 1981","3","Marko Dos Santos","Unknown","178","Football League","Brazil","Attacking Midfielder Right Left","Both","73",NULL,"74",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AO Acharnaikos","28 February 1997","3","Vasilios Karvounidis","Short","186","Football League","Greece","Attacking Midfielder Right Left Centre","Right","63",NULL,"80",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","24 June 1997","3","Gerasimos Papangelis","Unknown","181","Football League","Greece","Defender Left","Left","73",NULL,"73",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","21 August 1992","3","Panagiotis Spyropoulos","Unknown","180","Football League","Greece","Defender Right Centre","Right","80",NULL,"80",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","4 July 1997","3","Omiros Syrengelas","Short","186","Football League","Greece","Forward Centre","Right","70","99","78",NULL,"GREECE"
36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","22 February 1984","3","Paolo Farinola","Unknown","187","Football League","Greece","Attacking Midfielder Right Left","Right","73",NULL,"81",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anagennisi Karditsa","5 May 1991","3","Xenofon Fetsis","Unknown","183","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"77",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","20 October 1993","3","Vasilis Baxevanos","Unknown","181","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"77",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","3 October 1987","3","Ilias Tsiligiris","Unknown","179","Football League","Greece","Forward Right Left Centre","Right","77",NULL,"67",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","19 September 1995","3","Angelos Nilos Psychogios","Unknown","184","Football League","Greece","Defender Right","Right","73",NULL,"64",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","13 August 1986","3","Vangelis Gotovos","Unknown","187","Football League","Greece","Defender Left Centre","Left","73",NULL,"80",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","23 May 1989","3","Angelos Zouboulakis","Unknown","177","Football League","Greece","Defender Right Left","Right","73",NULL,"72",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","25 March 1986","3","Georgios Sikalias","Unknown","187","Football League","Greece","Goalkeeper","Right","73",NULL,"75",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","19 November 1984","3","Rogério Gonçalves Martins","Unknown","178","Football League","Brazil","Attacking Midfielder Right Left Centre","Right","76",NULL,"75",NULL,"GREECE"
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","19 January 1983","3","Ismael Alfonso Blanco","Long","179","Football League","Argentina","Forward Centre","Right","76",NULL,"75",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","28 January 1986","3","Antonis Petropoulos","Unknown","186","Football League","Greece","Forward Centre","Left","74",NULL,"83",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","20 March 1985","3","Grigoris Papazacharias","Unknown","186","Football League","Greece","Defender Centre","Right","73",NULL,"75",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Apollon Kalamarias","27 July 1986","3","Dimitrios Charalambos Amarantidis","Unknown","170","Football League","Greece","Defender Left","Left","73",NULL,"70",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Egaleo","5 September 1988","3","Giorgos Katsikogiannis","Unknown","184","Football League","Greece","Defensive Midfielder Centre","Right","73",NULL,"80",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Apollon Kalamarias","9 May 1994","3","Ousmane Sountoura","Unknown","182","Football League","Mali","Defender Centre","Right","75",NULL,"74",NULL,"GREECE"
